11163	0
10663	0
11664	0
11211	0
11610	0
11494	0
11416	0
11561	0
10720	0
10859	0
11506	0
11389	0
11665	0
10985	0
10772	0
11417	0
10940	0
11581	0
11850	0
11208	0
11295	0
11114	0
10664	0
11247	0
11740	0
11212	0
11128	0
11153	0
10915	0
11691	0
11251	0
11377	0
12011	0
10916	0
11333	0
10997	0
11685	0
11219	0
11727	0
11447	0
11568	0
11434	0
11514	0
10805	0
10826	0
10677	0
11029	0
11023	0
11341	0
11380	0
10806	0
10729	0
11349	0
11584	0
11585	0
10970	0
10971	0
11844	0
11058	0
11164	0
11279	0
12009	0
11022	0
10770	0
11827	0
11748	0
10654	0
10920	0
11828	0
11504	0
11770	0
10719	0
11799	0
11785	0
11034	0
10976	0
10775	0
11468	0
11161	0
10841	0
9705	0
9264	0
10555	0
9732	0
9265	0
8963	0
10075	0
9711	0
10443	0
8999	0
10113	0
8967	0
9322	0
10490	0
10219	0
9342	0
10293	0
8899	0
9526	0
9660	0
9653	0
9527	0
9396	0
9032	0
10401	0
9769	0
9974	0
10420	0
10125	0
9681	0
9022	0
10578	0
9483	0
10031	0
10051	0
9323	0
9324	0
9796	0
10381	0
10026	0
10052	0
10114	0
9397	0
9353	0
10369	0
9891	0
9045	0
6737	0
7102	0
7219	0
6583	0
8495	0
8340	0
8485	0
7862	0
7308	0
8026	0
7265	0
7244	0
7539	0
6975	0
6751	0
7986	0
7170	0
8866	0
6528	0
8341	0
8381	0
8564	0
7068	0
6620	0
6548	0
7919	0
6493	0
7692	0
7987	0
6976	0
7976	0
8428	0
6752	0
8496	0
7891	0
7103	0
6778	0
8202	0
6494	0
7134	0
6621	0
8429	0
7009	0
6864	0
7705	0
7551	0
6420	0
7706	0
7977	0
8014	0
8334	0
6156	0
8265	0
8872	0
6136	0
7346	0
6912	0
7145	0
3207	0
1558	0
3796	0
3685	0
1372	0
2764	0
3992	0
3742	0
574	0
1032	0
632	0
1852	0
3968	0
6007	0
2112	0
2471	0
4343	0
3503	0
2445	0
1158	0
5296	0
4050	0
3535	0
5547	0
3969	0
214	0
2797	0
3035	0
4946	0
672	0
5011	0
4699	0
240	0
3322	0
850	0
4041	0
4069	0
1818	0
5053	0
4774	0
2307	0
4775	0
4999	0
1152	0
4170	0
5189	0
146	0
