39c5540a5a7da77ce229a4538637401a539c1642992129c60385e7992d8fd44c	10008	1238994051	0	[]	[[0, ["nonstandard3f6d488ffdaee54e3a624d051ad31fd8b31e48d4"], 5000000000]]
9c397f783042029888ec02f0a461cfa2cc8e3c7897f476e338720a2a86731c60	10000	1238988213	0	[]	[[0, ["nonstandard771c296f25be5ec75e8df897b4ed9eeb796e7fd9"], 5000000000]]
ff2fecc4c36854112c9481cadbfda5524320012b41725200f2dd3ef8e72bf4c7	10001	1238989442	0	[]	[[0, ["nonstandard1f3392640c7bba5fc1f300631b4cc6c19b31709b"], 5000000000]]
f6f24bd236252574c1ba7086ac1178b37abf5041653127bd6b400bae0f0a9b00	10009	1238994736	0	[]	[[0, ["nonstandard03881f8b6e571edba919093ea6e46cea0f17b206"], 5000000000]]
bba07f833df51c47a584c32036baf0335a57e04430cfbdad6f686a2135f68035	10002	1238990013	0	[]	[[0, ["nonstandard08af7562b33a009d9dfe6f0c96d56d7913dcc6e9"], 5000000000]]
d4e1e461977723caac393b52ad62bcbb2b604784a6cdf3d95617928b076e474b	10007	1238993407	0	[]	[[0, ["nonstandardcc342448fb3bdf55a329f2199a53184375c8e414"], 5000000000]]
115eff5034470ec4eb10efadeda5f39e51c613e0306a3da1e9f076d2a438f73e	10005	1238991796	0	[]	[[0, ["nonstandard5a2468d46242b947c578375154212c18f62c87a3"], 5000000000]]
a9b50bbb57c98d79ee4086056344084591f808cc29ffb32b65d648a8cb7b2d37	10015	1238999947	0	[]	[[0, ["nonstandard6991cd32ec1297cfac16bb1c9217daf19bdf9050"], 5000000000]]
1fb90579e9e54c575d4c32989a770c19d4f95f3e743e785a8f43e52e8ddb5ae8	10012	1238997592	0	[]	[[0, ["nonstandard76a3180590cf06879086334075c7cec6282eb2d6"], 5000000000]]
bccc53f8084f29b089df47b342a61d51651833f8bce5be1ee83739d7a2d6d646	10010	1238995200	0	[]	[[0, ["nonstandard1ee3dd46e78620cfec23d41a91b051415422914a"], 5000000000]]
33d19e448b357047a516f9bb33a4e10e2f279dd3132dec7eed6eb1fa2795bf37	10013	1238998290	0	[]	[[0, ["nonstandard7927c7c1ebe6f7e21f5e080290ed60414ba4fb2d"], 5000000000]]
8e7d148ecf53a1e8d127567bac201dc6bf3922143ffe916bbbd4557a00554d3a	10011	1238996135	0	[]	[[0, ["nonstandard1c6239a72a2f50ff52227b6e7866692227f84a9a"], 5000000000]]
7a4d79bd7b975d1ba5ade981cd07a5d45eee911d6088c130569bec2557f2f62d	10003	1238990738	0	[]	[[0, ["nonstandard0538e173872820b83db5d69c37139ef4d57f672c"], 5000000000]]
a82bd1c3e9bedfecbe8d6c36fd8adf88a3077dc0c1505eac5e0aaecd76df2bad	10004	1238991123	0	[]	[[0, ["nonstandarda4fb3054e2c8d058efb1ba22180187db3d7caa8d"], 5000000000]]
bb525a8b4e53061d660241a8414c738f695b37ed088a6c46a58618e5d8cae12b	10006	1238992720	0	[]	[[0, ["nonstandard87371edcd30f2b411805870c4a1a9368614fa824"], 5000000000]]
38da29bd96baefd8d083879d900c12dfeba001374e1ad3599a72c3d945faeb62	10014	1238999370	0	[]	[[0, ["nonstandardf55bcf18732d924e00b06182d7af1f859762b81d"], 5000000000]]
9fad382bc7297f81e7780bcddbc35bd287617c1ea83c5bd498623b4a8ae34339	10017	1239002446	0	[]	[[0, ["nonstandardeb1dae1edea7ab0aa01a1f1c7b3210b05f35a0da"], 5000000000]]
d8e266af66d1fb0356eb9854e1c173e930bcf8dbedc30a39c59cbc2c9ef89a7a	10022	1239007880	0	[]	[[0, ["nonstandard15499c0316b5f15d0884fcad1c133846f680599f"], 5000000000]]
d5d7ba013c17ab00a80225b6a199a721d443ad60903be107fc7f22a229e111f3	10016	1239000809	0	[]	[[0, ["nonstandard8eac32c6d819051983dc3b78f94c8559c4e8a231"], 5000000000]]
f2b6d792c89fcebd7146685465225063e774d5e190ac191b56d3327daea5ae9b	10025	1239010473	0	[]	[[0, ["nonstandarda05f331b6f5fc42d794c8cc1fc0233ff947ddf6d"], 5000000000]]
ad483c9a0c269aa152fc9259ff0ee3f74f8030260e5149159d2263d9b68ee1a9	10021	1239006711	0	[]	[[0, ["nonstandardaf6cd43e4d83bc1cdadb4e91782b7b89dbb0fc0c"], 5000000000]]
c29dd69a61217d133820f01a5ad36d56bc1cececd5c26ac29aa58d9f5560e2cc	10023	1239008443	0	[]	[[0, ["nonstandard4c115cafc59d7f31737c7463006a2afd8482d6bb"], 5000000000]]
bd442ecfefa4eabcbb8f1c1a6f7ee46f689fbf6442025c18f4ff1f2489a4aa3d	10028	1239013782	0	[]	[[0, ["nonstandard49baa6d79d4ac4a1af6703d24233db7359721d9d"], 5000000000]]
63d33ab9695414c292a1c1f18ff2b55c16a06cf382a28b8e11737bb120ee8a17	10018	1239003912	0	[]	[[0, ["nonstandardf63390fd9d381f7ef72a788d662ef6e7ab5d086d"], 5000000000]]
4ab0a0da57416d3dae124b4bf95543f47c02805a197fd1fafb98dbd6bf573ab0	10026	1239011975	0	[]	[[0, ["nonstandardbd5cee97c77ad3b74abf3becfe8da40ea53fb3d4"], 5000000000]]
0f1b608f624b9e925bdeb47ba0f3b526a8f02d9b4405e811167e232564929b85	10029	1239015305	0	[]	[[0, ["nonstandard1eed0a0910559d0a137cc0c460ab71373a9cb2ca"], 5000000000]]
99173de1ff750145a357f4351f069d91ad36ac0cf14f7c7f880a11f5a7b17ffb	10020	1239005793	0	[]	[[0, ["nonstandard476e6b622a18f08d1d45fa16e8085796ba767666"], 5000000000]]
ddab5340701b7580bcabaf3de297caccd0616279e280ae0abdf0e462ae4c3217	10027	1239012916	0	[]	[[0, ["nonstandard4f72067355bf9d0cc60d327b8fe0defb7d31cb32"], 5000000000]]
5e01dd8e65931be11415b1847253ad8cb2a8d67010529dbd2b7ac7c44309b9c6	10024	1239009314	0	[]	[[0, ["nonstandard07a95568c110c5862cdad02351206200f7ab64cb"], 5000000000]]
604b53fd6d66275df0a93c08611eb4ed433ae33edc88f6fd9cf35428e0fb4a7f	10030	1239015699	0	[]	[[0, ["nonstandard0ce2d7b2f66c55edffe37b55f236be56f671ff20"], 5000000000]]
edf386e7bb15107b36207bef140995fe15cc736b82ca210c79341ea3bdc1c3f7	10019	1239004584	0	[]	[[0, ["nonstandard9d8c20e73345e0bf140a6fd9bf88407aa84f25c7"], 5000000000]]
37c450f998ba9969e35dd6bcc04e99ebbb6bfedeae471b87e1b91b0a038d35c3	10031	1239017138	0	[]	[[0, ["nonstandard478851dada8495b13d7297e3d89b006270d10d6a"], 5000000000]]
af568e19b4d03fded4c093935e4513a9ab9fb71ebb4ef6eb5ade77d829e9e1a4	10033	1239020040	0	[]	[[0, ["nonstandarddb96f984f216a4d4f1cc6738ba7b9d870531a612"], 5000000000]]
