SRC_ID,DST_ID,TIMESTAMP,VALUE_SATOSHI,VALUE_USD
0,14785,1243815752,5000000000,0.0
0,14786,1243816812,5000000000,0.0
0,14231,1243817838,5000000000,0.0
0,14787,1243818160,5000000000,0.0
0,14788,1243819681,5000000000,0.0
0,14789,1243820771,5000000000,0.0
0,14790,1243821538,5000000000,0.0
0,14791,1243822033,5000000000,0.0
0,14792,1243823508,5000000000,0.0
0,14793,1243824802,5000000000,0.0
0,14794,1243825089,5000000000,0.0
0,14231,1243825314,5000000000,0.0
10682,14795,1243825314,1000000,0.0
10682,10682,1243825314,4999000000,0.0
0,14796,1243826011,5000000000,0.0
0,14797,1243827258,5000000000,0.0
0,14231,1243827484,5000000000,0.0
0,14798,1243827678,5000000000,0.0
0,14799,1243828254,5000000000,0.0
0,14231,1243828495,5000000000,0.0
0,14800,1243829551,5000000000,0.0
0,14801,1243831064,5000000000,0.0
0,14802,1243832155,5000000000,0.0
0,14803,1243832996,5000000000,0.0
0,14231,1243833701,5000000000,0.0
0,14804,1243834341,5000000000,0.0
0,14805,1243835578,5000000000,0.0
0,14806,1243836493,5000000000,0.0
0,14807,1243836528,5000000000,0.0
0,14808,1243837115,5000000000,0.0
0,14809,1243837378,5000000000,0.0
0,14810,1243838727,5000000000,0.0
0,14811,1243840217,5000000000,0.0
0,14231,1243841434,5000000000,0.0
0,14812,1243841566,5000000000,0.0
0,14813,1243842365,5000000000,0.0
0,14814,1243843075,5000000000,0.0
0,14815,1243843432,5000000000,0.0
0,14816,1243845025,5000000000,0.0
0,14817,1243846359,5000000000,0.0
0,14818,1243846955,5000000000,0.0
0,14819,1243848234,5000000000,0.0
0,14820,1243848990,5000000000,0.0
0,14821,1243849684,5000000000,0.0
0,14822,1243850809,5000000000,0.0
0,9626,1243851163,5000000000,0.0
0,14823,1243851783,5000000000,0.0
0,14824,1243852611,5000000000,0.0
0,14825,1243852996,5000000000,0.0
0,14826,1243853788,5000000000,0.0
0,14827,1243854470,5000000000,0.0
0,14828,1243855858,5000000000,0.0
0,14829,1243856278,5000000000,0.0
0,14830,1243856642,5000000000,0.0
0,9587,1243857036,5000000000,0.0
0,14831,1243857416,5000000000,0.0
0,14832,1243858753,5000000000,0.0
0,14833,1243859392,5000000000,0.0
0,9626,1243871530,5000000000,0.0
0,14834,1243871801,5000000000,0.0
0,14835,1243872498,5000000000,0.0
0,14836,1243873527,5000000000,0.0
0,14837,1243874322,5000000000,0.0
0,14838,1243875078,5000000000,0.0
0,14839,1243875887,5000000000,0.0
0,14840,1243876736,5000000000,0.0
0,14841,1243878370,5000000000,0.0
0,14842,1243879573,5000000000,0.0
0,14843,1243880939,5000000000,0.0
0,14844,1243881783,5000000000,0.0
0,14845,1243883047,5000000000,0.0
0,14846,1243884321,5000000000,0.0
0,14847,1243885140,5000000000,0.0
