SRC_ID,DST_ID,TIMESTAMP,VALUE_SATOSHI,VALUE_USD
0,44347,1275350452,5000000000,0.0
0,44263,1275350505,5000000000,0.0
0,44344,1275350626,5000000000,0.0
44118,35720,1275350626,140000000000,0.0
0,44348,1275350846,5000000000,0.0
0,42932,1275352283,5000000000,0.0
0,44263,1275352754,5000000000,0.0
0,30623,1275353731,5000000000,0.0
0,43863,1275355086,5000000000,0.0
0,44263,1275356223,5000000000,0.0
0,44263,1275357143,5000000000,0.0
0,44349,1275360591,5000000000,0.0
44261,44350,1275360591,5000000000,0.0
0,24496,1275361352,5000000000,0.0
0,44351,1275362792,5000000000,0.0
0,44064,1275362967,5000000000,0.0
44262,35662,1275363762,5000000000,0.0
0,44352,1275363762,5000000000,0.0
0,42387,1275364780,5000000000,0.0
0,44353,1275366640,5000000000,0.0
35662,42512,1275366640,45000000000,0.0
0,35228,1275367352,5000000000,0.0
0,35720,1275367681,5000000000,0.0
0,44354,1275368362,5000000000,0.0
0,44263,1275368979,5000000000,0.0
0,44355,1275369449,5000000000,0.0
0,44356,1275370153,5000000000,0.0
0,44357,1275372792,5000000000,0.0
0,43863,1275374317,5000000000,0.0
0,44263,1275374421,5000000000,0.0
0,43688,1275375030,5000000000,0.0
0,40642,1275376038,5000000000,0.0
0,24496,1275376374,5000000000,0.0
0,44358,1275376719,5000000000,0.0
0,44359,1275377796,5000000000,0.0
0,44360,1275377802,5000000000,0.0
42593,44361,1275377802,4201000000,0.0
0,44362,1275377830,5000000000,0.0
0,42412,1275380493,5000000000,0.0
0,43720,1275380928,5000000000,0.0
0,42932,1275382050,5000000000,0.0
40262,43574,1275382050,40000000000,0.0
0,44363,1275382745,5000000000,0.0
0,44364,1275383664,5000000000,0.0
0,44365,1275384097,5000000000,0.0
0,44366,1275384514,5000000000,0.0
0,44367,1275384523,5000000000,0.0
0,44368,1275384577,5000000000,0.0
0,44369,1275385207,5000000000,0.0
0,44370,1275385576,5000000000,0.0
0,44371,1275385773,5000000000,0.0
0,30623,1275386005,5000000000,0.0
0,44372,1275386373,5000000000,0.0
0,44373,1275386602,5000000000,0.0
0,44374,1275386915,5000000000,0.0
0,44375,1275386998,5000000000,0.0
0,41833,1275387139,5000000000,0.0
44283,24496,1275387139,5000000000,0.0
44093,24496,1275387139,5000000000,0.0
0,44376,1275387289,5000000000,0.0
0,44377,1275387758,5000000000,0.0
0,44263,1275388046,5000000000,0.0
0,44378,1275388050,5000000000,0.0
0,44379,1275388289,5000000000,0.0
0,44263,1275389554,5000000000,0.0
44068,24496,1275389554,5000000000,0.0
43601,24496,1275389554,5000000000,0.0
44038,24496,1275389554,5000000000,0.0
43824,24496,1275389554,5000000000,0.0
0,44310,1275390012,5000000000,0.0
44245,40450,1275390012,10000000000,0.0
0,44380,1275391064,5000000000,0.0
0,44263,1275391325,5000000000,0.0
0,40642,1275391751,5000000000,0.0
0,44381,1275392025,5000000000,0.0
40450,35985,1275392025,40000000000,0.0
0,44382,1275393150,5000000000,0.0
0,44263,1275393397,5000000000,0.0
0,24496,1275393912,5000000000,0.0
0,44383,1275395291,5000000000,0.0
0,43645,1275395877,5000000000,0.0
0,43645,1275395995,5000000000,0.0
0,35704,1275397754,5000000000,0.0
44219,24496,1275397754,5000000000,0.0
0,42114,1275397982,5000000000,0.0
0,44263,1275398404,5000000000,0.0
0,44384,1275398608,5000000000,0.0
0,30623,1275399188,5000000000,0.0
0,40093,1275399465,5000000000,0.0
0,35726,1275400101,5000000000,0.0
0,35720,1275401606,5000000000,0.0
44273,40642,1275401606,5000000000,0.0
44288,41521,1275401606,5000000000,0.0
44285,40642,1275401606,5000000000,0.0
44106,35720,1275401606,20000000000,0.0
40642,41521,1275401606,15000000000,0.0
0,44263,1275401776,5000000000,0.0
0,44385,1275401942,5000000000,0.0
0,28769,1275402422,5000000000,0.0
0,44353,1275402443,5000000000,0.0
0,44386,1275402557,5000000000,0.0
0,44387,1275402642,5000000000,0.0
0,44388,1275403828,5000000000,0.0
44282,40450,1275403828,5000000000,0.0
0,44389,1275405567,5000000000,0.0
44287,44390,1275405567,5000000000,0.0
0,44310,1275405693,5000000000,0.0
0,44391,1275405973,5000000000,0.0
0,44263,1275406160,5000000000,0.0
0,44392,1275406258,5000000000,0.0
0,44393,1275406424,5000000000,0.0
0,44394,1275406524,5000000000,0.0
0,44395,1275406712,5000000000,0.0
0,44396,1275406727,5000000000,0.0
0,44397,1275407072,5000000000,0.0
0,44400,1275408888,5000000000,0.0
44317,44398,1275408888,5000000000,0.0
44280,44399,1275408888,5000000000,0.0
0,44263,1275408933,5000000000,0.0
0,35228,1275409400,5000000000,0.0
